Area Code,State,Market,Market Size,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,ProductId,Date,Product Type,Product,Type
214,Texas,South,Major Market,31,77,134,57,46,18,323,8,3/1/2010 0:00,Herbal Tea,Chamomile,Decaf
214,Texas,South,Major Market,28,63,109,47,40,15,420,8,7/1/2011 0:00,Herbal Tea,Chamomile,Decaf
214,Texas,South,Major Market,24,60,101,41,36,13,435,9,12/1/2010 0:00,Herbal Tea,Lemon,Decaf
216,Ohio,Central,Major Market,37,71,122,52,41,17,361,1,5/1/2011 0:00,Coffee,Amaretto,Regular
216,Ohio,Central,Major Market,42,72,133,53,44,17,410,1,9/1/2011 0:00,Coffee,Amaretto,Regular
216,Ohio,Central,Major Market,-5,71,122,51,76,46,503,3,10/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
216,Ohio,Central,Major Market,81,146,291,145,65,40,1304,5,7/1/2010 0:00,Espresso,Caffe Mocha,Regular
216,Ohio,Central,Major Market,138,163,346,162,70,45,1091,5,4/1/2011 0:00,Espresso,Caffe Mocha,Regular
216,Ohio,Central,Major Market,116,149,295,149,60,41,1156,5,5/1/2011 0:00,Espresso,Caffe Mocha,Regular
216,Ohio,Central,Major Market,112,146,288,145,60,40,1304,5,7/1/2011 0:00,Espresso,Caffe Mocha,Regular
216,Ohio,Central,Major Market,15,65,117,53,50,20,361,6,5/1/2011 0:00,Espresso,Decaf Espresso,Decaf
216,Ohio,Central,Major Market,11,60,108,49,48,18,414,6,8/1/2011 0:00,Espresso,Decaf Espresso,Decaf
216,Ohio,Central,Major Market,16,32,53,21,16,5,454,8,4/1/2010 0:00,Herbal Tea,Chamomile,Decaf
216,Ohio,Central,Major Market,12,26,44,18,16,5,478,8,6/1/2011 0:00,Herbal Tea,Chamomile,Decaf
216,Ohio,Central,Major Market,67,116,200,84,49,26,500,12,1/1/2010 0:00,Tea,Earl Grey,Regular
217,Illinois,Central,Major Market,111,201,345,144,90,47,862,2,1/1/2010 0:00,Coffee,Columbian,Regular
217,Illinois,Central,Major Market,119,213,367,154,94,50,829,2,3/1/2010 0:00,Coffee,Columbian,Regular
217,Illinois,Central,Major Market,156,265,456,191,109,63,865,2,4/1/2010 0:00,Coffee,Columbian,Regular
217,Illinois,Central,Major Market,150,222,376,154,72,49,833,3,7/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
217,Illinois,Central,Major Market,136,139,262,95,55,30,608,3,1/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf
217,Illinois,Central,Major Market,220,335,587,252,115,83,1316,5,4/1/2010 0:00,Espresso,Caffe Mocha,Regular
217,Illinois,Central,Major Market,313,324,604,243,113,80,1260,5,3/1/2011 0:00,Espresso,Caffe Mocha,Regular
217,Illinois,Central,Major Market,149,239,478,239,90,66,1464,6,4/1/2010 0:00,Espresso,Decaf Espresso,Decaf
217,Illinois,Central,Major Market,68,107,190,83,39,27,584,9,5/1/2010 0:00,Herbal Tea,Lemon,Decaf
217,Illinois,Central,Major Market,53,80,134,54,27,15,456,11,1/1/2010 0:00,Tea,Darjeeling,Regular
217,Illinois,Central,Major Market,105,145,245,100,40,28,598,11,8/1/2010 0:00,Tea,Darjeeling,Regular
217,Illinois,Central,Major Market,78,111,187,76,33,21,580,11,10/1/2010 0:00,Tea,Darjeeling,Regular
217,Illinois,Central,Major Market,83,80,150,54,28,15,456,11,1/1/2011 0:00,Tea,Darjeeling,Regular
224,Illinois,Central,Major Market,225,271,463,196,100,64,1167,2,8/1/2011 0:00,Coffee,Columbian,Regular
224,Illinois,Central,Major Market,259,387,678,291,128,96,1742,5,7/1/2010 0:00,Espresso,Caffe Mocha,Regular
224,Illinois,Central,Major Market,196,304,532,228,108,75,1691,5,11/1/2010 0:00,Espresso,Caffe Mocha,Regular
224,Illinois,Central,Major Market,91,126,213,87,35,24,756,8,3/1/2010 0:00,Herbal Tea,Chamomile,Decaf
224,Illinois,Central,Major Market,95,132,223,91,37,25,777,8,4/1/2010 0:00,Herbal Tea,Chamomile,Decaf
224,Illinois,Central,Major Market,62,100,178,78,38,25,593,9,4/1/2010 0:00,Herbal Tea,Lemon,Decaf
224,Illinois,Central,Major Market,157,139,262,95,40,26,821,10,1/1/2011 0:00,Herbal Tea,Mint,Decaf
225,Louisiana,South,Small Market,30,51,85,34,21,9,777,2,1/1/2010 0:00,Coffee,Columbian,Regular
225,Louisiana,South,Small Market,29,49,82,33,20,9,768,2,3/1/2010 0:00,Coffee,Columbian,Regular
225,Louisiana,South,Small Market,47,71,119,48,24,13,829,2,10/1/2010 0:00,Coffee,Columbian,Regular
225,Louisiana,South,Small Market,44,68,115,47,24,13,834,2,11/1/2010 0:00,Coffee,Columbian,Regular
225,Louisiana,South,Small Market,45,51,92,35,21,9,776,2,4/1/2011 0:00,Coffee,Columbian,Regular
225,Louisiana,South,Small Market,55,64,106,43,22,12,822,2,6/1/2011 0:00,Coffee,Columbian,Regular
225,Louisiana,South,Small Market,45,70,118,48,25,13,851,3,10/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
225,Louisiana,South,Small Market,31,51,85,34,20,9,863,3,12/1/2010 0:00,Coffee,Decaf Irish Cream,Decaf
225,Louisiana,South,Small Market,80,85,143,59,25,16,842,3,6/1/2011 0:00,Coffee,Decaf Irish Cream,Decaf
225,Louisiana,South,Small Market,45,84,133,49,39,15,342,5,4/1/2010 0:00,Espresso,Caffe Mocha,Regular
225,Louisiana,South,Small Market,44,82,130,48,38,14,351,5,5/1/2010 0:00,Espresso,Caffe Mocha,Regular
225,Louisiana,South,Small Market,41,78,125,47,37,14,371,5,6/1/2010 0:00,Espresso,Caffe Mocha,Regular
225,Louisiana,South,Small Market,30,65,104,39,35,12,380,5,7/1/2010 0:00,Espresso,Caffe Mocha,Regular
225,Louisiana,South,Small Market,49,88,141,53,39,16,321,5,11/1/2010 0:00,Espresso,Caffe Mocha,Regular
225,Louisiana,South,Small Market,109,113,201,67,45,20,400,5,1/1/2011 0:00,Espresso,Caffe Mocha,Regular
225,Louisiana,South,Small Market,96,109,185,65,44,20,372,5,2/1/2011 0:00,Espresso,Caffe Mocha,Regular
225,Louisiana,South,Small Market,86,99,169,60,41,18,329,5,10/1/2011 0:00,Espresso,Caffe Mocha,Regular
225,Louisiana,South,Small Market,46,66,114,41,35,12,320,5,12/1/2011 0:00,Espresso,Caffe Mocha,Regular
225,Louisiana,South,Small Market,31,68,114,46,37,14,388,6,4/1/2010 0:00,Espresso,Decaf Espresso,Decaf
225,Louisiana,South,Small Market,21,54,90,36,33,11,462,6,7/1/2010 0:00,Espresso,Decaf Espresso,Decaf
